Text,Sentiment,word_count,char_count,clean_text,pred_label_GPT,pred_label_RoBERTa
"MIDD: ong  97.69. Trailing Stop  122.65 from 11 Stops of 118.01, 115.61, 113.95, 110.38, 99.33 ... 90.46 & 87.31  ",1,19,114,midd ong trailing stop stop,0,0
Closed all my ANY calls today... looking to re-enter on a pull back. ,0,13,69,closed call today looking enter pull back,0,0
"Screw GS utilization lag on BP, I think it's a solid buy! ook at that div, and MP's are hot right now. Oil still needs to be moved ",1,28,131,screw utilization lag think solid buy ook div hot right oil still need moved,1,1
DDD bear flag worked very well there...broke and went to 60.55....quick money....,0,12,81,ddd bear flag worked well broke went quick money,0,1
MA broke YHOD earlier & is going higher.,1,8,40,broke yhod earlier going higher,1,1
WH we are at the 38.2% retrace here  ,1,8,37,retrace,0,1
VXY We are Calling the AAP bottom in...,0,8,39,vxy calling aap bottom,0,0
ZNGA on the move!,1,4,17,znga move,1,1
CEN is setting up near 52-week highs  ,1,7,38,cen setting near week high,1,1
"In fact I'm going short 100 shares of ANY up here, with a public stop at 25.11, open downside target working off of call option profits ",0,26,136,fact going short share public stop open downside target working call option profit,0,0
xrx golden crossing imminent 50sma and 200sma,1,7,45,xrx golden crossing imminent sma sma,1,1
AAP ow risk with a tight stop here however would like to see this one get some follow through (today) to better confirm.,1,23,120,aap risk tight stop however would like see one get follow today better confirm,0,1
AET also looks like it has an upwards reversal in the making here,1,13,65,aet also look like upwards reversal making,1,1
user FTC decision on FHTM will have ripples throughout the whole industry dumb dumb! HF NS SNA,0,17,94,user ftc decision fhtm ripple throughout whole industry dumb dumb sna,0,0
"VHC also getting an upwards reversal intraday, looks good if it can break HoD from the morning",1,17,94,vhc also getting upwards reversal intraday look good break hod morning,1,1
been holding this ZNGA long since like dec.. 2.75-2.70 is big resistance.. if it holds abv itll go to 3,1,20,103,holding znga long since like dec big resistance hold abv itll,1,1
NKD what a hot piece of bullflag!  ,1,7,35,nkd hot piece bullflag,1,0
GS daily. See if you can get a tweezer top into the ABCD reversal here for a short next few days  ,0,21,98,daily see get tweezer top abcd reversal short next day,0,1
GPN close to magic 5.40 may popski to new levels trending trade,1,12,63,gpn close magic may popski new level trending trade,1,1
AAP We will close this gap before the rally IMHO...,0,10,51,aap close gap rally imho,0,1
"it started ugly for NFX today, even though you saw higher at open,   ",0,13,69,started ugly nfx today even though saw higher open,0,0
HB H& Block makes bets on 11%+ up move by April  ,1,11,49,block make bet move april,1,0
AEZS new hod bought more 2.78 2.79 2.80 - target 3.50++ now - holding it overnight,1,16,82,aezs new hod bought target holding overnight,1,1
"HF NS SNA are in deep trouble here, Fortune sold the exact same BS supplements, they held them up in the press conference!",0,23,122,sna deep trouble fortune sold exact supplement held press conference,0,0
PCN while I didnt promise to fill short target in a day here we are !  shouldnt be a shock at all.  ,0,22,100,pcn didnt promise fill short target day shouldnt shock,0,0
MT (really) ugly today; downside volume with nobody making doji accumulation attempts. 65 min  ,0,14,95,really ugly today downside volume nobody making doji accumulation attempt min,0,0
Added short TM to portfolio,0,5,27,added short portfolio,0,1
Definitely a major top/high in today on 3d printing.  back to show me period on this group.have an exit plan on rallies methinks DDD SSYS,0,25,137,definitely major top high today printing back show period group exit plan rally methinks ddd ssys,0,1
"user EPS is a South African payment system company... not really the same as KCG, not even technically... DONT BY!",0,20,114,user eps south african payment system company really kcg even technically dont,0,0
VNG may go green today and test high 3.29 long today's buy at 3.18,1,14,66,vng may green today test high long today buy,1,1
PETM ooks like water coming out of a garden hose...  ,0,10,53,petm ooks like water coming garden hose,0,0
ANY weird action... seems like it's artificially stuck at 25... ,0,10,64,weird action seems like artificially stuck,0,0
YHOO  can it break this 10y channel and 21-22  resistance? mid term bearish until proven otherwise  ,0,16,100,yhoo break channel resistance mid term bearish proven otherwise,0,0
FX was the other big morning gapper,1,7,35,big morning gapper,0,1
SH going hard ya baby !!!,1,6,25,going hard baby,1,1
good end of day volume coming into DECK and MAKO,1,10,48,good end day volume coming deck mako,1,1
watch CM ss on VMW,0,5,18,watch vmw,0,1
seller stepped down to 89.25 in vmw.,0,7,36,seller stepped vmw,0,1
IMN good earnings and 23% short.  looking for a move up here.,1,12,61,imn good earnings short looking move,1,1
AAP DownTrend if After Market = Bullish Sentiment For Tomorrow !,0,11,64,aap downtrend market bullish sentiment tomorrow,1,1
My pal user has been long and strong YHOO from 15 my axe on the stock.  Took much abuse.,1,19,88,pal user long strong yhoo axe stock took much abuse,0,0
user: time to get out of the #cloud stocks VMW CM  ~~> valuations finally coming to earth...thankyou...,0,17,103,user time get cloud stock vmw valuation finally coming earth thankyou,0,1
AMZN- Bearish set up ahead of earnings. TCT members I will be writing a note this evening re: trade  ,0,19,101,amzn bearish set ahead earnings tct member writing note evening trade,0,0
NKD 130 is very close and may try to get close any more upside from here start scaling into a short target 120,0,23,110,nkd close may try get close upside start scaling short target,0,1
INVN CEE - wait for slowing volume and a red bar - and these 2 will move down identical - easy ,0,21,95,invn cee wait slowing volume red bar move identical easy,0,1
MOV this may be the best of the best - volume slowing - red bars 2 of them - mkt drop 100 points this = cliff dive for 5 or more points,0,32,135,mov may best best volume slowing red bar mkt drop point cliff dive point,0,1
AMZN has the new look of what AAP had when it start the plumment,0,14,64,amzn new look aap start plumment,0,1
GOOG here is the leader of the pack for the ride down gap fill to 710 coming any higher is a joke,0,22,97,goog leader pack ride gap fill coming higher joke,0,0
The gap fill at 53.47 for DDD is certain. This is where ride the profits thesis gets tested.,0,18,92,gap fill ddd certain ride profit thesis get tested,0,0
Nice action here #all time high CM #technology IGV FDN SKYY MTK YT #salesforce.com  ,1,14,84,nice action time high technology igv fdn skyy mtk salesforce com,1,1
"Sorry AAP, the #BlackBerryZ10 Is Hotter Than the #iPhone  IMM",1,10,61,sorry aap blackberryz hotter iphone imm,0,0
New Blog Post - 'What Could go WONG...And What if Apple is Still eading the Market?'  aapl spy qqq,0,19,98,new blog post could wong apple still eading market aapl spy qqq,0,1
"watch for a weekly close Friday above resistance, then go PIG OT! MCD DIA DJIA #FATTY #MMM  ",1,17,92,watch weekly close friday resistance pig mcd dia djia fatty mmm,0,1
ASGN over 24.19  ,1,3,17,asgn,0,1
AAP range is 500 to 350 - can go towards to lower end,0,13,53,aap range towards lower end,0,0
There is profit in social gaming...ask my pal user founder of user  (how is that user an advisor .... ) EA,1,21,106,profit social gaming ask pal user founder user user advisor,0,1
DDD this is why trend matters.   ,0,6,33,ddd trend matter,0,1
For those who did not have a chance to buy G any pull back is your buying opportunity  ,1,18,87,chance buy pull back buying opportunity,1,1
ZNGA broke out of a consolidation range to the upside. I don't see anything until the 3-3.06 area  ,1,18,99,znga broke consolidation range upside see anything area,1,1
GEVO Pullback on very low volume. All dips should be bought with a stop 1.75.Watch for next leg up  ,1,19,100,gevo pullback low volume dip bought stop watch next leg,1,0
DDD still falling in pre-market.,0,5,32,ddd still falling pre market,0,0
"Time to all in short AX AMZN NTAP IBM. #cloud-is-dead, iPads now coming in 128Gb version AAP eally Tim? That's all you've got? ",0,23,127,time short amzn ntap ibm cloud dead ipads coming gb version aap eally tim got,0,0
NGT #FED up to bat... JPM HSBC headed into Comex & ME for todays bashing,0,15,72,ngt fed bat jpm hsbc headed comex today bashing,0,0
AAP we knew these 440 calls purchased yesterday were the right move. AAP NEEDED to save their stock with a release like this temporarily,1,24,136,aap knew call purchased yesterday right move aap needed save stock release like temporarily,0,1
"user Sorry but only innovative thing AAP has done over last 2yrs is change size, shape, memory size, crappy map, & snippy siri.",0,23,127,user sorry innovative thing aap done last yr change size shape memory size crappy map snippy siri,0,0
BTO AMZN Feb 16 210 puts for 1. olling the dice!,0,11,48,bto amzn feb put olling dice,0,1
like that consol above 455 for aapl. stop is below 454,1,11,54,like consol aapl stop,1,0
mrge flag break. like this look here added a few 2.88  ,1,11,55,mrge flag break like look added,1,0
DVN Breaking out from this saucer base. like toward 58  ,1,10,56,dvn breaking saucer base like toward,1,0
YHOO  Yahoo is a iberal hangout. History shows us that those who love big government always lose out in the end.,0,21,112,yhoo yahoo iberal hangout history show love big government always lose end,0,0
"yhoo  short term buyers speculating on a NFX type move up are fleeing here. ental traders shaking out here, long term investors shud buy",1,24,136,yhoo short term buyer speculating nfx type move fleeing ental trader shaking long term investor shud buy,1,0
YHOO short interest ratio is skewed because there are less shares outstanding since buyback imo,1,15,95,yhoo short interest ratio skewed less share outstanding since buyback imo,0,0
ADJPY - sitting here with my SPY puts and ENOC. Only positions.  ,0,12,65,adjpy sitting spy put enoc position,0,0
"user: If you bought my stock of the year HES, you are now up 26% YTD - sell at least 1/2 ",1,21,89,user bought stock year ytd sell least,1,1
GS my trade against the 8SMA from yesterday is paying today. Volume is above average too. Will trim some.,1,19,105,trade sma yesterday paying today volume average trim,1,1
KEX trying a short 8.47 filled and more at 8.57 with a .10 stop,0,14,63,kex trying short filled stop,0,0
"ed Weekly Triangle on PBY,....Net Profit  19,140.00 (16.48%)  ",0,8,62,weekly triangle pby net profit,1,1
yhoo Will Brokerages come out with pgrades/Downgrades this week? Will they pgrade or Downgrade the stock? could make + or- 3 point diff,1,23,135,yhoo brokerage come pgrades downgrade week pgrade downgrade stock could make point diff,0,0
"Green Weekly Triangle on PBY,....Open Sell Short at 10.95  ",0,9,59,green weekly triangle pby open sell short,0,1
